日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-07-03,=8.8600,=8.8600,=8.8600,=8.8600,=182232498375.64,=167305903922.0,=167305903921.62,,=22.1381,,,,
2026-07-02,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=22.0131,,,,
2026-07-01,=8.8400,=8.8400,=8.8400,=8.8400,=181821138334.16,=166928238224.0,=166928238224.28,,=22.0881,,,,
2026-06-30,=9.0300,=9.0300,=9.0300,=9.0300,=185729058728.22,=170516062349.0,=170516062349.01,,=22.5628,,,,
2026-06-29,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=22.6378,,,,
2026-06-26,=8.9300,=8.9300,=8.9300,=8.9300,=183672258520.82,=168627733862.0,=168627733862.31,,=22.3130,,,,
2026-06-25,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=22.4379,,,,
2026-06-24,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=22.0131,,,,
2026-06-23,=9.0300,=9.0300,=9.0300,=9.0300,=185729058728.22,=170516062349.0,=170516062349.01,,=22.5628,,,,
2026-06-22,=9.0800,=9.0800,=9.0800,=9.0800,=186757458831.92,=171460226592.0,=171460226592.36,,=22.6878,,,,
2026-06-18,=9.1200,=9.1200,=9.1200,=9.1200,=187580178914.88,=172215557987.0,=172215557987.04,,=22.7877,,,,
2026-06-17,=9.3000,=9.3000,=9.3000,=9.3000,=191282419288.2,=175614549263.0,=175614549263.1,,=23.2375,,,,
2026-06-16,=9.2300,=9.2300,=9.2300,=9.2300,=189842659143.02,=174292719322.0,=174292719322.41,,=23.0626,,,,
2026-06-15,=9.2500,=9.2500,=9.2500,=9.2500,=190254019184.5,=174670385020.0,=174670385019.75,,=23.1125,,,,
2026-06-12,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=174481552171.08,,=23.0876,,,,
2026-06-11,=9.1200,=9.1200,=9.1200,=9.1200,=187580178914.88,=172215557987.0,=172215557987.04,,=22.7877,,,,
2026-06-10,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=22.6628,,,,
2026-06-09,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=22.6628,,,,
2026-06-08,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=22.4379,,,,
2026-06-05,=8.9900,=8.9900,=8.9900,=8.9900,=184906338645.26,=169760730954.0,=169760730954.33,,=22.4629,,,,
2026-06-04,=9.2500,=9.2500,=9.2500,=9.2500,=190254019184.5,=174670385020.0,=174670385019.75,,=23.1125,,,,
2026-06-03,=9.2600,=9.2600,=9.2600,=9.2600,=190459699205.24,=174859217868.0,=174859217868.42,,=23.1375,,,,
2026-06-02,=9.2800,=9.2800,=9.2800,=9.2800,=190871059246.72,=175236883566.0,=175236883565.76,,=23.1875,,,,
2026-06-01,=9.1800,=9.1800,=9.1800,=9.1800,=188814259039.32,=173348555079.0,=173348555079.06,,=22.9376,,,,
2026-05-29,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=22.5878,,,,
2026-05-28,=8.8400,=8.8400,=8.8400,=8.8400,=181821138334.16,=166928238224.0,=166928238224.28,,=22.0881,,,,
2026-05-27,=8.7200,=8.7200,=8.7200,=8.7200,=179352978085.28,=164662244040.0,=164662244040.24,,=21.7883,,,,
2026-05-26,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=21.8632,,,,
2026-05-25,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=21.8632,,,,
2026-05-22,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=21.7633,,,,
2026-05-21,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=21.8382,,,,
2026-05-20,=9.0100,=9.0100,=9.0100,=9.0100,=185317698686.74,=170138396652.0,=170138396651.67,,=22.5129,,,,
2026-05-19,=9.2200,=9.2200,=9.2200,=9.2200,=189636979122.28,=174103886474.0,=174103886473.74,,=23.0376,,,,
2026-05-18,=9.0500,=9.0500,=9.0500,=9.0500,=186140418769.7,=170893728046.0,=170893728046.35,,=22.6128,,,,
2026-05-15,=9.1400,=9.1400,=9.1400,=9.1400,=187991538956.36,=172593223684.0,=172593223684.38,,=22.8377,,,,
2026-05-14,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=22.5878,,,,
2026-05-13,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=174481552171.08,,=23.0876,,,,
2026-05-12,=9.2300,=9.2300,=9.2300,=9.2300,=189842659143.02,=174292719322.0,=174292719322.41,,=23.0626,,,,
2026-05-11,=9.1900,=9.1900,=9.1900,=9.1900,=189019939060.06,=173537387928.0,=173537387927.73,,=22.9626,,,,
2026-05-08,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=22.6628,,,,
2026-05-07,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=22.6378,,,,
2026-05-06,=8.9200,=8.9200,=8.9200,=8.9200,=183466578500.08,=168438901014.0,=168438901013.64,,=22.2880,,,,
2026-04-30,=8.9900,=8.9900,=8.9900,=8.9900,=184906338645.26,=169760730954.0,=169760730954.33,,=22.4629,,,,
2026-04-29,=8.9900,=8.9900,=8.9900,=8.9900,=184906338645.26,=169760730954.0,=169760730954.33,,=23.5662,,,,
2026-04-28,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=23.8284,,,,
2026-04-27,=9.0200,=9.0200,=9.0200,=9.0200,=185523378707.48,=170327229500.0,=170327229500.34,,=23.6449,,,,
2026-04-24,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=23.7759,,,,
2026-04-23,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=23.8284,,,,
2026-04-22,=8.9600,=8.9600,=8.9600,=8.9600,=184289298583.04,=169194232408.0,=169194232408.32,,=23.4876,,,,
2026-04-21,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=23.3565,,,,
2026-04-20,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=22.9895,,,,
2026-04-17,=8.6900,=8.6900,=8.6900,=8.6900,=178735938023.06,=164095745494.0,=164095745494.23,,=22.7798,,,,
2026-04-16,=8.7600,=8.7600,=8.7600,=8.7600,=180175698168.24,=165417575435.0,=165417575434.92,,=22.9633,,,,
2026-04-15,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=22.9895,,,,
2026-04-14,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2026-04-13,=8.6900,=8.6900,=8.6900,=8.6900,=178735938023.06,=164095745494.0,=164095745494.23,,=22.7798,,,,
2026-04-10,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=22.8322,,,,
2026-04-09,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2026-04-08,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=23.0157,,,,
2026-04-07,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2026-04-03,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=23.0944,,,,
2026-04-02,=9.0100,=9.0100,=9.0100,=9.0100,=185317698686.74,=170138396652.0,=170138396651.67,,=23.6187,,,,
2026-04-01,=8.9500,=8.9500,=8.9500,=8.9500,=184083618562.3,=169005399560.0,=169005399559.65,,=23.4614,,,,
2026-03-31,=9.0500,=9.0500,=9.0500,=9.0500,=186140418769.7,=170893728046.0,=170893728046.35,,=23.7235,,,,
2026-03-30,=9.1500,=9.1500,=9.1500,=9.1500,=188197218977.1,=172782056533.0,=172782056533.05,,=23.9857,,,,
2026-03-27,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=172970889381.72,,=24.0119,,,,
2026-03-26,=9.2500,=9.2500,=9.2500,=9.2500,=190254019184.5,=174670385020.0,=174670385019.75,,=24.2478,,,,
2026-03-25,=9.3300,=9.3300,=9.3300,=9.3300,=191899459350.42,=176181047809.0,=176181047809.11,,=24.4575,,,,
2026-03-24,=9.1400,=9.1400,=9.1400,=9.1400,=187991538956.36,=172593223684.0,=172593223684.38,,=23.9594,,,,
2026-03-23,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=23.6973,,,,
2026-03-20,=8.8600,=8.8600,=8.8600,=8.8600,=182232498375.64,=167305903922.0,=167305903921.62,,=23.2255,,,,
2026-03-19,=8.8500,=8.8500,=8.8500,=8.8500,=182026818354.9,=167117071073.0,=167117071072.95,,=23.1992,,,,
2026-03-18,=8.8700,=8.8700,=8.8700,=8.8700,=182438178396.38,=167494736770.0,=167494736770.29,,=23.2517,,,,
2026-03-17,=8.9400,=8.9400,=8.9400,=8.9400,=183877938541.56,=168816566711.0,=168816566710.98,,=23.4352,,,,
2026-03-16,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=23.7497,,,,
2026-03-13,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=174481552171.08,,=24.2216,,,,
2026-03-12,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=172970889381.72,,=24.0119,,,,
2026-03-11,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=23.7497,,,,
2026-03-10,=8.8900,=8.8900,=8.8900,=8.8900,=182849538437.86,=167872402468.0,=167872402467.63,,=23.3041,,,,
2026-03-09,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=23.3565,,,,
2026-03-06,=8.8300,=8.8300,=8.8300,=8.8300,=181615458313.42,=166739405376.0,=166739405375.61,,=23.1468,,,,
2026-03-05,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=23.0157,,,,
2026-03-04,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=22.7536,,,,
2026-03-03,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2026-03-02,=8.6600,=8.6600,=8.6600,=8.6600,=178118897960.84,=163529246948.0,=163529246948.22,,=22.7012,,,,
2026-02-27,=8.5200,=8.5200,=8.5200,=8.5200,=175239377670.48,=160885587067.0,=160885587066.84,,=22.3342,,,,
2026-02-26,=8.5300,=8.5300,=8.5300,=8.5300,=175445057691.22,=161074419916.0,=161074419915.51,,=22.3604,,,,
2026-02-25,=8.4900,=8.4900,=8.4900,=8.4900,=174622337608.26,=160319088521.0,=160319088520.83,,=22.2555,,,,
2026-02-24,=8.5600,=8.5600,=8.5600,=8.5600,=176062097753.44,=161640918462.0,=161640918461.52,,=22.4390,,,,
2026-02-13,=8.5200,=8.5200,=8.5200,=8.5200,=175239377670.48,=160885587067.0,=160885587066.84,,=22.3342,,,,
2026-02-12,=8.5700,=8.5700,=8.5700,=8.5700,=176267777774.18,=161829751310.0,=161829751310.19,,=22.4653,,,,
2026-02-11,=8.5800,=8.5800,=8.5800,=8.5800,=176473457794.92,=162018584159.0,=162018584158.86,,=22.4915,,,,
2026-02-10,=8.6100,=8.6100,=8.6100,=8.6100,=177090497857.14,=162585082705.0,=162585082704.87,,=22.5701,,,,
2026-02-09,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=22.6225,,,,
2026-02-06,=8.6000,=8.6000,=8.6000,=8.6000,=176884817836.4,=162396249856.0,=162396249856.2,,=22.5439,,,,
2026-02-05,=8.6500,=8.6500,=8.6500,=8.6500,=177913217940.1,=163340414100.0,=163340414099.55,,=22.6750,,,,
2026-02-04,=8.6600,=8.6600,=8.6600,=8.6600,=178118897960.84,=163529246948.0,=163529246948.22,,=22.7012,,,,
2026-02-03,=8.5600,=8.5600,=8.5600,=8.5600,=176062097753.44,=161640918462.0,=161640918461.52,,=22.4390,,,,
2026-02-02,=8.5500,=8.5500,=8.5500,=8.5500,=175856417732.7,=161452085613.0,=161452085612.85,,=22.4128,,,,
2026-01-30,=8.6100,=8.6100,=8.6100,=8.6100,=177090497857.14,=162585082705.0,=162585082704.87,,=22.5701,,,,
2026-01-29,=8.6100,=8.6100,=8.6100,=8.6100,=177090497857.14,=162585082705.0,=162585082704.87,,=22.5701,,,,
2026-01-28,=8.6200,=8.6200,=8.6200,=8.6200,=177296177877.88,=162773915554.0,=162773915553.54,,=22.5963,,,,
2026-01-27,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=22.8322,,,,
2026-01-26,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=23.0944,,,,
2026-01-23,=8.8900,=8.8900,=8.8900,=8.8900,=182849538437.86,=167872402468.0,=167872402467.63,,=23.3041,,,,
2026-01-22,=8.9400,=8.9400,=8.9400,=8.9400,=183877938541.56,=168816566711.0,=168816566710.98,,=23.4352,,,,
2026-01-21,=8.8700,=8.8700,=8.8700,=8.8700,=182438178396.38,=167494736770.0,=167494736770.29,,=23.2517,,,,
2026-01-20,=9.0200,=9.0200,=9.0200,=9.0200,=185523378707.48,=170327229500.0,=170327229500.34,,=23.6449,,,,
2026-01-19,=9.0100,=9.0100,=9.0100,=9.0100,=185317698686.74,=170138396652.0,=170138396651.67,,=23.6187,,,,
2026-01-16,=8.9000,=8.9000,=8.9000,=8.9000,=183055218458.6,=168061235316.0,=168061235316.3,,=23.3303,,,,
2026-01-15,=8.8700,=8.8700,=8.8700,=8.8700,=182438178396.38,=167494736770.0,=167494736770.29,,=23.2517,,,,
2026-01-14,=8.9500,=8.9500,=8.9500,=8.9500,=184083618562.3,=169005399560.0,=169005399559.65,,=23.4614,,,,
2026-01-13,=9.0200,=9.0200,=9.0200,=9.0200,=185523378707.48,=170327229500.0,=170327229500.34,,=23.6449,,,,
2026-01-12,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=174481552171.08,,=24.2216,,,,
2026-01-09,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=23.6973,,,,
2026-01-08,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=23.8284,,,,
2026-01-07,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=23.3565,,,,
2026-01-06,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=22.9895,,,,
2026-01-05,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=22.8322,,,,
2025-12-31,=8.6500,=8.6500,=8.6500,=8.6500,=177913217940.1,=163340414100.0,=163340414099.55,,=22.6750,,,,
