日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-12-30,=8.6700,=8.6700,=8.6700,=8.6700,=178324577981.58,=163718079797.0,=163718079796.89,,=22.7274,,,,
2025-12-29,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=22.8322,,,,
2025-12-26,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=22.9895,,,,
2025-12-25,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=23.0157,,,,
2025-12-24,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=22.9109,,,,
2025-12-23,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=22.7536,,,,
2025-12-22,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=22.8322,,,,
2025-12-19,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=22.9371,,,,
2025-12-18,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=22.7536,,,,
2025-12-17,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=22.7536,,,,
2025-12-16,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=22.6225,,,,
2025-12-15,=8.7200,=8.7200,=8.7200,=8.7200,=179352978085.28,=164662244040.0,=164662244040.24,,=22.8585,,,,
2025-12-12,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=23.0157,,,,
2025-12-11,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2025-12-10,=8.6700,=8.6700,=8.6700,=8.6700,=178324577981.58,=163718079797.0,=163718079796.89,,=22.7274,,,,
2025-12-09,=8.6500,=8.6500,=8.6500,=8.6500,=177913217940.1,=163340414100.0,=163340414099.55,,=22.6750,,,,
2025-12-08,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=22.9109,,,,
2025-12-05,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=22.9895,,,,
2025-12-04,=8.6700,=8.6700,=8.6700,=8.6700,=178324577981.58,=163718079797.0,=163718079796.89,,=22.7274,,,,
2025-12-03,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2025-12-02,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2025-12-01,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=22.8322,,,,
2025-11-28,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=22.6225,,,,
2025-11-27,=8.6000,=8.6000,=8.6000,=8.6000,=176884817836.4,=162396249856.0,=162396249856.2,,=22.5439,,,,
2025-11-26,=8.6400,=8.6400,=8.6400,=8.6400,=177707537919.36,=163151581251.0,=163151581250.88,,=22.6488,,,,
2025-11-25,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=22.8060,,,,
2025-11-24,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=22.8322,,,,
2025-11-21,=8.6600,=8.6600,=8.6600,=8.6600,=178118897960.84,=163529246948.0,=163529246948.22,,=22.7012,,,,
2025-11-20,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=22.9371,,,,
2025-11-19,=8.7300,=8.7300,=8.7300,=8.7300,=179558658106.02,=164851076889.0,=164851076888.91,,=22.8847,,,,
2025-11-18,=8.8000,=8.8000,=8.8000,=8.8000,=180998418251.2,=166172906830.0,=166172906829.6,,=23.0682,,,,
2025-11-17,=8.8200,=8.8200,=8.8200,=8.8200,=181409778292.68,=166550572527.0,=166550572526.94,,=23.1206,,,,
2025-11-14,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=23.3565,,,,
2025-11-13,=9.0000,=9.0000,=9.0000,=9.0000,=185112018666.0,=169949563803.0,=169949563803.0,,=23.5925,,,,
2025-11-12,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=23.5400,,,,
2025-11-11,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=23.7497,,,,
2025-11-10,=9.1000,=9.1000,=9.1000,=9.1000,=187168818873.4,=171837892290.0,=171837892289.7,,=23.8546,,,,
2025-11-07,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=23.8284,,,,
2025-11-06,=9.1700,=9.1700,=9.1700,=9.1700,=188608579018.58,=173159722230.0,=173159722230.39,,=24.0381,,,,
2025-11-05,=9.1000,=9.1000,=9.1000,=9.1000,=187168818873.4,=171837892290.0,=171837892289.7,,=23.8546,,,,
2025-11-04,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=23.7497,,,,
2025-11-03,=9.1000,=9.1000,=9.1000,=9.1000,=187168818873.4,=171837892290.0,=171837892289.7,,=23.8546,,,,
2025-10-31,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=23.5400,,,,
2025-10-30,=9.3800,=9.3800,=9.3800,=9.3800,=192927859454.12,=177125212052.0,=177125212052.46,,=24.5886,,,,
2025-10-29,=9.5100,=9.5100,=9.5100,=9.5100,=195601699723.74,=179580039085.0,=179580039085.17,,=22.8458,,,,
2025-10-28,=9.3900,=9.3900,=9.3900,=9.3900,=193133539474.86,=177314044901.0,=177314044901.13,,=22.5575,,,,
2025-10-27,=9.4700,=9.4700,=9.4700,=9.4700,=194778979640.78,=178824707690.0,=178824707690.49,,=22.7497,,,,
2025-10-24,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=21.8368,,,,
2025-10-23,=9.1300,=9.1300,=9.1300,=9.1300,=187785858935.62,=172404390836.0,=172404390835.71,,=21.9329,,,,
2025-10-22,=9.0500,=9.0500,=9.0500,=9.0500,=186140418769.7,=170893728046.0,=170893728046.35,,=21.7407,,,,
2025-10-21,=9.0500,=9.0500,=9.0500,=9.0500,=186140418769.7,=170893728046.0,=170893728046.35,,=21.7407,,,,
2025-10-20,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=21.7648,,,,
2025-10-17,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=21.7167,,,,
2025-10-16,=9.1700,=9.1700,=9.1700,=9.1700,=188608579018.58,=173159722230.0,=173159722230.39,,=22.0290,,,,
2025-10-15,=9.1200,=9.1200,=9.1200,=9.1200,=187580178914.88,=172215557987.0,=172215557987.04,,=21.9089,,,,
2025-10-14,=9.1900,=9.1900,=9.1900,=9.1900,=189019939060.06,=173537387928.0,=173537387927.73,,=22.0771,,,,
2025-10-13,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=21.7888,,,,
2025-10-10,=8.9900,=8.9900,=8.9900,=8.9900,=184906338645.26,=169760730954.0,=169760730954.33,,=21.5966,,,,
2025-10-09,=9.1100,=9.1100,=9.1100,=9.1100,=187374498894.14,=172026725138.0,=172026725138.37,,=21.8849,,,,
2025-09-30,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=20.9240,,,,
2025-09-29,=8.7200,=8.7200,=8.7200,=8.7200,=179352978085.28,=164662244040.0,=164662244040.24,,=20.9480,,,,
2025-09-26,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=20.7318,,,,
2025-09-25,=8.5200,=8.5200,=8.5200,=8.5200,=175239377670.48,=160885587067.0,=160885587066.84,,=20.4675,,,,
2025-09-24,=8.4900,=8.4900,=8.4900,=8.4900,=174622337608.26,=160319088521.0,=160319088520.83,,=20.3955,,,,
2025-09-23,=8.5300,=8.5300,=8.5300,=8.5300,=175445057691.22,=161074419916.0,=161074419915.51,,=20.4916,,,,
2025-09-22,=8.4600,=8.4600,=8.4600,=8.4600,=174005297546.04,=159752589975.0,=159752589974.82,,=20.3234,,,,
2025-09-19,=8.5000,=8.5000,=8.5000,=8.5000,=174828017629.0,=160507921370.0,=160507921369.5,,=20.4195,,,,
2025-09-18,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=20.9240,,,,
2025-09-17,=8.8600,=8.8600,=8.8600,=8.8600,=182232498375.64,=167305903922.0,=167305903921.62,,=21.2843,,,,
2025-09-16,=8.8300,=8.8300,=8.8300,=8.8300,=181615458313.42,=166739405376.0,=166739405375.61,,=21.2122,,,,
2025-09-15,=8.8300,=8.8300,=8.8300,=8.8300,=181615458313.42,=166739405376.0,=166739405375.61,,=21.2122,,,,
2025-09-12,=8.8000,=8.8000,=8.8000,=8.8000,=180998418251.2,=166172906830.0,=166172906829.6,,=21.1402,,,,
2025-09-11,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=21.1642,,,,
2025-09-10,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=21.0681,,,,
2025-09-09,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=21.0921,,,,
2025-09-08,=8.8000,=8.8000,=8.8000,=8.8000,=180998418251.2,=166172906830.0,=166172906829.6,,=21.1402,,,,
2025-09-05,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=20.9960,,,,
2025-09-04,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=21.0921,,,,
2025-09-03,=8.7600,=8.7600,=8.7600,=8.7600,=180175698168.24,=165417575435.0,=165417575434.92,,=21.0441,,,,
2025-09-02,=8.8800,=8.8800,=8.8800,=8.8800,=182643858417.12,=167683569619.0,=167683569618.96,,=21.3324,,,,
2025-09-01,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=21.1642,,,,
2025-08-29,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=21.4044,,,,
2025-08-28,=9.0300,=9.0300,=9.0300,=9.0300,=185729058728.22,=170516062349.0,=170516062349.01,,=21.6927,,,,
2025-08-27,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=69603376438.06,,=21.0664,,,,
2025-08-26,=9.2500,=9.2500,=9.2500,=9.2500,=190254019184.5,=174670385020.0,=70984700336.5,,=21.4845,,,,
2025-08-25,=9.2700,=9.2700,=9.2700,=9.2700,=190665379225.98,=175048050717.0,=71138180769.66,,=21.5309,,,,
2025-08-22,=9.1500,=9.1500,=9.1500,=9.1500,=188197218977.1,=172782056533.0,=70217298170.7,,=21.2522,,,,
2025-08-21,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=70294038387.28,,=21.2754,,,,
2025-08-20,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=69526636221.48,,=21.0432,,,,
2025-08-19,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=69526636221.48,,=21.0432,,,,
2025-08-18,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=69526636221.48,,=21.0432,,,,
2025-08-15,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=69526636221.48,,=21.0432,,,,
2025-08-14,=9.1100,=9.1100,=9.1100,=9.1100,=187374498894.14,=172026725138.0,=69910337304.38,,=21.1593,,,,
2025-08-13,=9.1400,=9.1400,=9.1400,=9.1400,=187991538956.36,=172593223684.0,=70140557954.12,,=21.2290,,,,
2025-08-12,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=70294038387.28,,=21.2754,,,,
2025-08-11,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=70294038387.28,,=21.2754,,,,
2025-08-08,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=70294038387.28,,=21.2754,,,,
2025-08-07,=9.1700,=9.1700,=9.1700,=9.1700,=188608579018.58,=173159722230.0,=70370778603.86,,=21.2986,,,,
2025-08-06,=9.1800,=9.1800,=9.1800,=9.1800,=188814259039.32,=173348555079.0,=70447518820.44,,=21.3219,,,,
2025-08-05,=9.1700,=9.1700,=9.1700,=9.1700,=188608579018.58,=173159722230.0,=70370778603.86,,=21.2986,,,,
2025-08-04,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=70294038387.28,,=21.2754,,,,
2025-08-01,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=70294038387.28,,=21.2754,,,,
2025-07-31,=9.1900,=9.1900,=9.1900,=9.1900,=189019939060.06,=173537387928.0,=70524259037.02,,=21.3451,,,,
2025-07-30,=9.2600,=9.2600,=9.2600,=9.2600,=190459699205.24,=174859217868.0,=71061440553.08,,=21.5077,,,,
2025-07-29,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=70907960119.92,,=21.4612,,,,
2025-07-28,=9.2600,=9.2600,=9.2600,=9.2600,=190459699205.24,=174859217868.0,=71061440553.08,,=21.5077,,,,
2025-07-25,=9.3200,=9.3200,=9.3200,=9.3200,=191693779329.68,=175992214960.0,=71521881852.56,,=21.6470,,,,
2025-07-24,=9.4200,=9.4200,=9.4200,=9.4200,=193750579537.08,=177880543447.0,=72289284018.36,,=21.8793,,,,
2025-07-23,=9.4200,=9.4200,=9.4200,=9.4200,=193750579537.08,=177880543447.0,=72289284018.36,,=21.8793,,,,
2025-07-22,=9.3400,=9.3400,=9.3400,=9.3400,=192105139371.16,=176369880658.0,=71675362285.72,,=21.6935,,,,
2025-07-21,=9.2800,=9.2800,=9.2800,=9.2800,=190871059246.72,=175236883566.0,=71214920986.24,,=21.5541,,,,
2025-07-18,=9.2300,=9.2300,=9.2300,=9.2300,=189842659143.02,=174292719322.0,=70831219903.34,,=21.4380,,,,
2025-07-17,=9.3500,=9.3500,=9.3500,=9.3500,=192310819391.9,=176558713506.0,=71752102502.3,,=21.7167,,,,
2025-07-16,=9.3300,=9.3300,=9.3300,=9.3300,=191899459350.42,=176181047809.0,=71598622069.14,,=21.6703,,,,
2025-07-15,=9.3600,=9.3600,=9.3600,=9.3600,=192516499412.64,=176747546355.0,=71828842718.88,,=21.7399,,,,
2025-07-14,=9.4800,=9.4800,=9.4800,=9.4800,=194984659661.52,=179013540539.0,=72749725317.84,,=22.0187,,,,
2025-07-11,=9.3800,=9.3800,=9.3800,=9.3800,=192927859454.12,=177125212052.0,=71982323152.04,,=21.7864,,,,
2025-07-10,=9.4100,=9.4100,=9.4100,=9.4100,=193544899516.34,=177691710598.0,=72212543801.78,,=21.8561,,,,
2025-07-09,=9.4700,=9.4700,=9.4700,=9.4700,=194778979640.78,=178824707690.0,=72672985101.26,,=21.9954,,,,
2025-07-08,=9.4300,=9.4300,=9.4300,=9.4300,=193956259557.82,=178069376296.0,=72366024234.94,,=21.9025,,,,
2025-07-07,=9.4800,=9.4800,=9.4800,=9.4800,=194984659661.52,=179013540539.0,=72749725317.84,,=22.0187,,,,
2025-07-04,=9.4100,=9.4100,=9.4100,=9.4100,=193544899516.34,=177691710598.0,=72212543801.78,,=21.8561,,,,
